#id,x,y
0,200,0
1,100,0
2,200,0
3,100,150
4,100,0
5,100,0
6,100.0,24.999999999999993
7,100,0
8,100,0
9,200.0,50.00000000000001
10,100,150
11,100,0
12,200,0
13,100,0
14,100,0
15,200,0
16,100,0
17,200,0
18,275.0,0.0
19,100,0
20,200,0
21,200,0
22,200,0
23,200.0,125.0
24,100,150
25,200,0
26,100,0
27,200,0
28,200,0
29,200,0
30,125.0,0.0
31,200,0
32,200,0
33,100,0
34,100.0,75.0
35,100,0
36,200,0
37,200,0
38,100.0,50.00000000000001
39,200.0,50.00000000000001
40,100,0
41,100,0
42,200,0
43,100.0,25.0
44,100,0
45,200,0
46,150.0,0.0
47,100,150
48,100,0
49,100.0,0.0
50,100,0
51,100,0
52,100,0
53,175.0,0.0
54,200,0
55,100,0
56,100,0
57,100,150
58,300,0
59,225.0,0.0
60,100,150
61,200,0
62,175.0,0.0
63,100,0
64,275.0,0.0
65,100.0,125.0
66,100,0
67,200,0
68,100.0,0.0
69,275.0,0.0
70,100.0,75.0
71,125.0,0.0
72,200,0
73,200,0
74,175.0,0.0
75,200,0
76,100,0
77,100.0,24.999999999999993
78,100,0
79,100,150
80,100,0
81,100,0
82,100,0
83,150.0,0.0
84,100,150
85,125.0,0.0
86,200,0
87,250.0,0.0
88,100,0
89,200,0
90,200,0
91,100,150
92,100,0
93,150.0,0.0
94,100,150
95,100,0
96,100,150
97,200,0
98,100.0,0.0
99,175.0,0.0
