#id,x,y
0,150.0,0.0
1,100,0
2,100.0,0.0
3,100.0,75.0
4,100,0
5,100,0
6,100,0
7,100,0
8,100,0
9,100.0,0.0
10,100.0,75.0
11,100,0
12,100,0
13,100,0
14,100,0
15,100.0,0.0
16,100,0
17,100,0
18,125.0,0.0
19,100,0
20,100,0
21,175.0,0.0
22,100.0,0.0
23,125.0,0.0
24,100.0,125.0
25,100.0,0.0
26,100,0
27,100.0,0.0
28,150.0,0.0
29,150.0,0.0
30,100,0
31,100,0
32,100,0
33,100,0
34,100,0
35,100,0
36,100,0
37,175.0,0.0
38,100,0
39,100.0,0.0
40,100,0
41,100,0
42,100,0
43,100.0,50.00000000000001
44,100,0
45,125.0,0.0
46,100,0
47,100.0,125.0
48,100,0
49,100,0
50,100,0
51,100,0
52,100,0
53,125.0,0.0
54,100,0
55,100,0
56,100,0
57,100.0,100.00000000000001
58,100.0,0.0
59,150.0,0.0
60,100.0,100.00000000000001
61,125.0,0.0
62,100,0
63,100,0
64,150.0,0.0
65,100,0
66,100,0
67,100,0
68,100,0
69,100.0,0.0
70,100,0
71,100,0
72,175.0,0.0
73,125.0,0.0
74,125.0,0.0
75,100,0
76,100,0
77,100,0
78,100,0
79,100.0,50.00000000000001
80,100,0
81,100,0
82,100,0
83,100,0
84,100.0,125.0
85,100,0
86,100,0
87,150.0,0.0
88,100,0
89,150.0,0.0
90,100,0
91,100.0,75.0
92,100,0
93,100.0,0.0
94,100.0,100.00000000000001
95,100,0
96,100.0,75.0
97,100,0
98,100,0
99,125.0,0.0
