#id,x,y
0,200,0
1,200,0
2,100,150
3,200.0,0.0
4,225.0,0.0
5,100,0
6,100,150
7,200,0
8,100,0
9,100,150
10,100,0
11,100,150
12,100,0
13,200,0
14,100,0
15,100,0
16,100,150
17,200,0
18,100,150
19,200,0
20,100,0
21,100,0
22,100,0
23,200.0,75.0
24,200,0
25,100,0
26,100,0
27,100.0,150.0
28,100,0
29,150.0,0.0
30,100,0
31,300,0
32,100,0
33,200,0
34,100,0
35,200,0
36,100,150
37,100,150
38,200,0
39,200.0,0.0
40,100,150
41,100,150
42,150.0,0.0
43,275.0,0.0
44,175.0,0.0
45,125.0,0.0
46,100.0,125.0
47,100,0
48,200,0
49,100,0
50,150.0,0.0
51,150.0,0.0
52,100.0,150.0
53,100,0
54,200.0,50.0
55,100,0
56,75.0,150.0
57,100.0,50.0
58,150.0,0.0
59,100.0,75.0
60,100,150
61,100,0
62,100,0
63,100,0
64,100,150
65,100,0
66,100,0
67,125.0,0.0
68,100.0,0.0
69,100.0,75.0
70,100,150
71,175.0,0.0
72,175.0,0.0
73,100,0
74,100,0
75,100,0
76,100,150
77,100.0,50.0
78,200,0
79,100,0
80,100,0
81,100,0
82,100.0,100.0
83,300,0
84,100.0,25.0
85,100,0
86,100,0
87,100,0
88,200,0
89,100,0
90,175.0,0.0
91,100,0
92,150.0,0.0
93,225.0,0.0
94,100,0
95,100,0
96,125.0,150.0
97,100,0
98,200,0
99,200,0
